VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge
1,2019-04-26 19:15:08,2019-04-26 19:15:27,N,1,75,75,1,7.0,2.5,1.0,0.5,0.0,0.0,,0.3,4.3,5,1.0,0.0
1,2019-04-27 03:45:34,2019-04-27 03:52:29,N,1,129,56,1,1.8,8.0,0.5,0.5,0.0,0.0,,0.3,9.3,5,1.0,0.0
1,2019-05-01 16:23:54,2019-05-01 16:25:41,N,1,260,260,1,1.5,3.0,1.0,0.5,0.0,0.0,,0.3,4.8,5,1.0,0.0
1,2019-05-03 18:23:41,2019-05-03 19:09:46,N,1,174,41,1,8.7,35.0,1.0,0.5,0.0,0.0,,0.3,36.8,5,1.0,0.0
1,2019-05-04 17:19:57,2019-05-04 17:26:58,N,1,7,7,2,0.9,6.5,0.0,0.5,0.0,0.0,,0.3,7.3,5,1.0,0.0
1,2019-05-06 18:40:13,2019-05-06 18:40:20,N,1,132,132,1,14.9,56.0,1.0,0.5,0.0,0.0,,0.3,57.8,5,1.0,0.0
1,2019-05-10 13:00:30,2019-05-10 13:01:12,N,5,78,78,1,0.1,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5,2.0,0.0
1,2019-05-14 06:01:19,2019-05-14 06:39:18,N,1,225,197,1,11.4,38.5,0.0,0.5,0.0,0.0,,0.3,39.3,5,1.0,0.0
1,2019-05-15 12:35:50,2019-05-15 12:59:39,N,5,74,244,1,3.6,15.0,0.0,0.0,0.0,0.0,,0.0,15.0,5,2.0,0.0
1,2019-05-15 13:32:02,2019-05-15 13:46:02,N,5,244,42,1,3.0,15.0,0.0,0.0,0.0,0.0,,0.0,15.0,5,2.0,0.0
1,2019-05-16 18:32:37,2019-05-16 18:41:07,N,1,236,43,1,1.3,8.0,3.75,0.5,0.0,0.0,,0.3,12.55,5,1.0,2.75
1,2019-05-17 16:32:34,2019-05-17 17:02:49,N,1,166,42,1,2.6,18.5,1.0,0.5,0.0,0.0,,0.3,20.3,5,1.0,0.0
1,2019-05-19 11:26:52,2019-05-19 11:32:08,N,1,7,7,1,0.8,5.5,0.0,0.5,0.0,0.0,,0.3,6.3,5,1.0,0.0
1,2019-05-20 15:19:08,2019-05-20 15:31:51,N,1,243,200,2,4.8,15.5,0.0,0.5,0.0,2.8,,0.3,19.1,5,1.0,0.0
1,2019-05-22 06:08:15,2019-05-22 06:09:28,N,1,247,247,1,0.1,3.0,2.75,0.5,0.0,0.0,,0.3,6.55,5,1.0,0.0
1,2019-05-23 09:54:49,2019-05-23 10:41:59,N,1,76,33,1,9.3,35.5,0.0,0.5,0.0,0.0,,0.3,36.3,5,1.0,0.0
1,2019-05-26 03:14:21,2019-05-26 03:18:22,N,1,129,129,1,0.1,4.5,0.5,0.5,0.0,0.0,,0.3,5.8,5,1.0,0.0
1,2019-05-30 11:33:20,2019-05-30 11:34:58,N,1,260,260,1,0.1,3.0,0.0,0.5,0.0,0.0,,0.3,3.8,5,1.0,0.0
1,2020-06-21 20:05:12,2020-06-21 20:36:01,N,1,145,228,1,11.7,37.0,0.5,0.5,0.0,0.0,,0.3,38.3,5,1.0,0.0
1,2019-09-04 13:59:02,2019-09-04 14:07:40,N,1,181,49,1,1.0,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,5,1.0,0.0
1,2019-09-09 15:29:31,2019-09-09 15:58:11,N,1,244,238,1,4.6,20.5,2.75,0.5,0.0,0.0,,0.3,24.05,5,1.0,2.75
1,2019-09-10 23:12:46,2019-09-10 23:19:32,N,1,223,7,1,1.1,6.5,0.5,0.5,0.0,0.0,,0.3,7.8,5,1.0,0.0
1,2019-09-11 13:25:50,2019-09-11 13:39:38,N,1,174,94,1,2.0,11.0,0.0,0.5,0.0,0.0,,0.3,11.8,5,1.0,0.0
1,2019-09-12 15:30:47,2019-09-12 15:38:39,N,1,212,212,1,1.2,7.0,0.0,0.5,0.0,0.0,,0.3,7.8,5,1.0,0.0
1,2019-09-16 04:16:19,2019-09-16 04:33:05,N,1,80,209,1,5.0,17.5,3.25,0.5,0.0,0.0,,0.3,21.55,5,1.0,2.75
1,2019-09-17 08:25:38,2019-09-17 08:37:02,N,1,235,47,1,1.6,9.0,0.0,0.5,0.0,0.0,,0.3,9.8,5,1.0,0.0
1,2019-09-21 21:13:02,2019-09-21 21:22:43,N,1,42,74,1,1.5,8.0,0.5,0.5,0.0,0.0,,0.3,9.3,5,1.0,0.0
1,2019-09-25 18:07:28,2019-09-25 18:09:04,N,1,75,75,1,0.1,3.0,1.0,0.5,0.0,0.0,,0.3,4.8,5,1.0,0.0
1,2019-07-01 14:33:59,2019-07-01 14:54:39,N,1,244,159,2,3.2,15.0,0.0,0.5,0.0,0.0,,0.3,15.8,5,1.0,0.0
2,2019-07-01 16:01:53,2019-07-01 16:38:48,N,1,43,186,2,4.43,24.0,1.0,0.5,0.0,0.0,0.0,0.3,28.55,2,,2.75
2,2019-07-01 17:17:38,2019-07-01 17:25:55,N,1,75,41,2,1.49,7.5,1.0,0.5,1.86,0.0,0.0,0.3,11.16,1,,0.0
2,2019-07-01 17:53:02,2019-07-01 17:59:44,N,1,43,75,2,0.67,6.0,1.0,0.5,0.0,0.0,0.0,0.3,7.8,2,,0.0
2,2019-07-01 18:21:55,2019-07-01 18:34:00,N,1,43,142,2,2.23,10.5,1.0,0.5,1.5,0.0,0.0,0.3,16.55,1,,2.75
2,2019-07-01 18:49:50,2019-07-01 18:54:35,N,1,75,74,2,1.48,6.5,1.0,0.5,1.66,0.0,0.0,0.3,9.96,1,,0.0
2,2019-07-01 19:10:29,2019-07-01 19:17:02,N,1,75,262,2,1.06,6.5,1.0,0.5,0.0,0.0,0.0,0.3,11.05,2,,2.75
2,2019-07-01 20:36:10,2019-07-01 20:48:16,N,1,112,144,2,3.79,14.0,0.5,0.5,3.61,0.0,0.0,0.3,21.66,1,,2.75
2,2019-07-01 23:25:03,2019-07-01 23:29:03,N,1,255,112,2,0.78,5.0,0.5,0.5,1.26,0.0,0.0,0.3,7.56,1,,0.0
2,2019-07-01 23:36:05,2019-07-01 23:51:05,N,1,112,225,2,4.42,15.5,0.5,0.5,0.0,0.0,0.0,0.3,16.8,2,,0.0
2,2019-07-03 14:57:10,2019-07-03 15:06:11,N,1,75,74,2,1.33,8.0,0.0,0.5,1.76,0.0,0.0,0.3,10.56,1,,0.0
2,2019-07-03 15:20:36,2019-07-03 15:32:32,N,1,75,75,2,0.98,9.0,0.0,0.5,1.96,0.0,0.0,0.3,11.76,1,,0.0
2,2019-07-03 16:13:41,2019-07-03 16:33:16,N,1,43,233,1,3.11,15.0,1.0,0.5,3.91,0.0,0.0,0.3,23.46,1,,2.75
2,2019-07-03 17:05:46,2019-07-03 17:26:22,N,1,75,74,2,1.31,13.0,1.0,0.5,2.96,0.0,0.0,0.3,17.76,1,,0.0
2,2019-07-03 18:04:37,2019-07-03 18:21:21,N,1,43,142,2,3.12,13.5,1.0,0.5,0.0,0.0,0.0,0.3,18.05,2,,2.75
2,2019-07-03 21:49:54,2019-07-03 22:09:41,N,1,255,37,1,2.58,13.5,0.5,0.5,0.0,0.0,0.0,0.3,14.8,2,,0.0
2,2019-07-03 22:19:44,2019-07-03 22:23:42,N,1,80,255,2,0.56,4.5,0.5,0.5,0.0,0.0,0.0,0.3,5.8,2,,0.0
2,2019-07-03 22:46:22,2019-07-03 22:48:27,N,1,112,145,2,0.79,4.5,0.5,0.5,0.0,0.0,0.0,0.3,5.8,2,,0.0
2,2019-07-03 23:59:21,2019-07-04 00:17:02,N,1,255,37,2,2.93,12.5,0.5,0.5,2.76,0.0,0.0,0.3,16.56,1,,0.0
2,2019-07-05 01:39:31,2019-07-05 01:48:49,N,1,112,49,2,3.23,11.5,0.5,0.5,0.0,0.0,0.0,0.3,12.8,2,,0.0
2,2019-07-05 01:58:01,2019-07-05 02:18:39,N,1,255,75,2,7.37,23.0,0.5,0.5,5.41,0.0,0.0,0.3,32.46,1,,2.75
2,2019-07-05 16:14:23,2019-07-05 16:30:31,N,1,74,263,2,2.71,13.0,1.0,0.5,3.51,0.0,0.0,0.3,21.06,1,,2.75
2,2019-07-05 16:47:04,2019-07-05 16:59:01,N,1,43,48,2,2.95,11.5,1.0,0.5,2.41,0.0,0.0,0.3,18.46,1,,2.75
2,2019-07-05 17:58:34,2019-07-05 18:05:10,N,1,43,151,2,1.37,7.0,1.0,0.5,1.76,0.0,0.0,0.3,10.56,1,,0.0
2,2019-07-05 18:37:32,2019-07-05 18:42:18,N,1,75,74,2,1.4,6.0,1.0,0.5,1.95,0.0,0.0,0.3,9.75,1,,0.0
2,2019-07-05 20:09:49,2019-07-05 20:18:05,N,1,256,112,2,1.44,7.5,0.5,0.5,1.76,0.0,0.0,0.3,10.56,1,,0.0
2,2019-07-05 21:21:05,2019-07-05 21:46:49,N,1,112,67,2,10.66,31.5,0.5,0.5,0.0,0.0,0.0,0.3,32.8,2,,0.0
2,2019-07-05 23:40:53,2019-07-06 00:01:59,N,1,112,61,2,6.76,21.0,0.5,0.5,0.0,0.0,0.0,0.3,22.3,2,,0.0
2,2019-07-06 02:20:38,2019-07-06 02:38:26,N,1,112,95,2,6.79,22.5,0.5,0.5,4.76,0.0,0.0,0.3,28.56,1,,0.0
1,2019-07-06 03:41:33,2019-07-06 03:47:56,N,1,129,82,1,0.4,5.5,0.5,0.5,0.0,0.0,,0.3,6.8,5,1.0,0.0
2,2019-07-06 20:13:44,2019-07-06 20:19:58,N,1,112,226,2,1.52,7.0,0.5,0.5,1.66,0.0,0.0,0.3,9.96,1,,0.0
2,2019-07-06 20:57:05,2019-07-06 21:03:10,N,1,112,80,1,1.23,6.5,0.5,0.5,1.95,0.0,0.0,0.3,9.75,1,,0.0
2,2019-07-06 21:12:29,2019-07-06 21:17:07,N,1,255,255,2,0.75,5.0,0.5,0.5,0.0,0.0,0.0,0.3,6.3,2,,0.0
2,2019-07-06 22:20:41,2019-07-06 22:32:16,N,1,112,256,2,3.8,13.0,0.5,0.5,3.58,0.0,0.0,0.3,17.88,1,,0.0
2,2019-07-06 22:51:04,2019-07-06 22:59:52,N,1,112,7,2,2.84,10.0,0.5,0.5,0.0,0.0,0.0,0.3,11.3,2,,0.0
2,2019-07-06 23:02:18,2019-07-06 23:08:58,N,1,7,223,2,1.4,7.0,0.5,0.5,1.66,0.0,0.0,0.3,9.96,1,,0.0
2,2019-07-06 23:25:44,2019-07-06 23:36:20,N,1,145,179,2,2.55,10.5,0.5,0.5,2.0,0.0,0.0,0.3,13.8,1,,0.0
2,2019-07-07 00:00:03,2019-07-07 00:15:33,N,1,112,25,2,5.05,17.5,0.5,0.5,0.0,0.0,0.0,0.3,18.8,2,,0.0
2,2019-07-07 02:03:10,2019-07-07 02:15:11,N,1,112,144,2,4.49,15.0,0.5,0.5,0.0,0.0,0.0,0.3,19.05,2,,2.75
2,2019-07-07 02:31:11,2019-07-07 02:34:13,N,1,112,112,2,0.67,4.5,0.5,0.5,0.0,0.0,0.0,0.3,5.8,2,,0.0
2,2019-07-07 02:37:40,2019-07-07 02:48:33,N,1,112,7,2,3.06,11.5,0.5,0.5,3.84,0.0,0.0,0.3,16.64,1,,0.0
2,2019-07-07 03:48:17,2019-07-07 03:53:28,N,1,255,65,2,2.63,9.0,0.5,0.5,2.06,0.0,0.0,0.3,12.36,1,,0.0
2,2019-07-07 04:19:43,2019-07-07 04:29:35,N,1,255,79,2,2.85,11.0,0.5,0.5,3.01,0.0,0.0,0.3,18.06,1,,2.75
2,2019-07-07 19:46:18,2019-07-07 19:56:32,N,1,112,256,2,1.55,8.5,0.0,0.5,1.86,0.0,0.0,0.3,11.16,1,,0.0
2,2019-07-08 14:05:42,2019-07-08 14:08:29,N,1,75,43,2,0.41,4.0,0.0,0.5,1.51,0.0,0.0,0.3,9.06,1,,2.75
2,2019-07-08 14:41:21,2019-07-08 14:44:58,N,1,43,236,2,0.5,4.5,0.0,0.5,0.0,0.0,0.0,0.3,5.3,2,,0.0
2,2019-07-08 15:08:03,2019-07-08 15:14:42,N,1,43,236,2,1.17,6.0,0.0,0.5,1.43,0.0,0.0,0.3,10.98,1,,2.75
2,2019-07-08 15:40:39,2019-07-08 15:53:12,N,1,43,236,2,1.37,9.5,0.0,0.5,0.0,0.0,0.0,0.3,13.05,2,,2.75
1,2019-07-08 15:25:31,2019-07-08 16:13:01,N,5,3,247,2,7.4,20.0,0.0,0.0,0.0,0.0,,0.0,20.0,5,2.0,0.0
2,2019-07-08 16:13:38,2019-07-08 16:47:05,N,1,43,87,2,8.36,29.0,1.0,0.5,0.0,0.0,0.0,0.3,33.55,2,,2.75
2,2019-07-08 17:22:16,2019-07-08 17:24:23,N,1,75,75,2,0.53,4.0,1.0,0.5,0.0,0.0,0.0,0.3,5.8,1,,0.0
2,2019-07-08 17:48:06,2019-07-08 18:10:47,N,1,43,233,2,3.21,16.0,1.0,0.5,4.11,0.0,0.0,0.3,24.66,1,,2.75
2,2019-07-08 18:42:58,2019-07-08 18:47:51,N,1,75,74,2,1.23,5.5,1.0,0.5,0.0,0.0,0.0,0.3,7.3,2,,0.0
2,2019-07-08 19:04:44,2019-07-08 19:10:48,N,1,75,74,2,1.53,7.0,1.0,0.5,2.2,0.0,0.0,0.3,11.0,1,,0.0
2,2019-07-08 19:32:38,2019-07-08 19:39:28,N,1,43,262,2,1.12,6.5,1.0,0.5,3.32,0.0,0.0,0.3,14.37,1,,2.75
2,2019-07-08 20:02:18,2019-07-08 20:08:53,N,1,260,226,1,1.1,6.5,0.5,0.5,1.56,0.0,0.0,0.3,9.36,1,,0.0
2,2019-07-09 14:42:13,2019-07-09 14:48:54,N,1,75,263,1,0.57,6.0,0.0,0.5,0.0,0.0,0.0,0.3,6.8,2,,0.0
2,2019-07-09 14:58:55,2019-07-09 15:26:46,N,1,75,48,2,3.84,19.5,0.0,0.5,0.0,0.0,0.0,0.3,23.05,2,,2.75
2,2019-07-09 16:20:42,2019-07-09 16:27:41,N,1,75,74,2,1.4,7.0,1.0,0.5,1.76,0.0,0.0,0.3,10.56,1,,0.0
2,2019-07-09 16:31:00,2019-07-09 16:50:25,N,1,74,239,2,2.88,14.0,1.0,0.5,2.97,0.0,0.0,0.3,21.52,1,,2.75
2,2019-07-09 17:31:25,2019-07-09 18:06:59,N,1,43,217,2,9.06,31.5,1.0,0.5,0.0,0.0,0.0,0.3,36.05,2,,2.75
2,2019-07-09 18:39:15,2019-07-09 18:46:49,N,1,112,255,2,1.3,7.0,1.0,0.5,0.0,0.0,0.0,0.3,8.8,2,,0.0
2,2019-07-09 19:55:14,2019-07-09 20:13:35,N,1,43,107,3,5.53,19.5,1.0,0.5,2.0,0.0,0.0,0.3,26.05,1,,2.75
2,2019-07-10 16:39:00,2019-07-10 16:43:38,N,1,75,236,2,0.71,5.0,1.0,0.5,1.0,0.0,0.0,0.3,10.55,1,,2.75
2,2019-07-10 16:56:16,2019-07-10 17:01:48,N,1,75,74,1,1.34,6.5,1.0,0.5,1.66,0.0,0.0,0.3,9.96,1,,0.0
2,2019-07-10 17:17:36,2019-07-10 17:25:04,N,1,75,263,2,1.05,7.0,1.0,0.5,2.31,0.0,0.0,0.3,13.86,1,,2.75
2,2019-07-10 17:45:02,2019-07-10 17:51:52,N,1,75,263,2,1.16,6.5,1.0,0.5,2.21,0.0,0.0,0.3,13.26,1,,2.75
2,2019-07-10 18:19:55,2019-07-10 18:24:13,N,1,75,43,2,0.8,5.0,1.0,0.5,0.96,0.0,0.0,0.3,10.51,1,,2.75
2,2019-07-10 18:38:46,2019-07-10 18:55:34,N,1,75,116,2,3.14,13.5,1.0,0.5,0.0,0.0,0.0,0.3,15.3,2,,0.0
1,2019-07-10 20:23:23,2019-07-10 20:31:47,N,1,83,260,1,1.0,7.5,0.5,0.5,0.0,0.0,,0.3,8.8,5,1.0,0.0
2,2019-07-10 21:03:23,2019-07-10 21:12:52,N,1,112,146,2,2.38,10.0,0.5,0.5,2.26,0.0,0.0,0.3,13.56,1,,0.0
2,2019-07-10 22:54:09,2019-07-10 23:06:23,N,1,112,232,2,3.91,13.5,0.5,0.5,4.39,0.0,0.0,0.3,21.94,1,,2.75
2,2019-07-10 23:29:31,2019-07-10 23:46:42,N,1,112,113,2,4.89,17.5,0.5,0.5,0.0,0.0,0.0,0.3,21.55,2,,2.75
2,2019-07-11 01:24:35,2019-07-11 01:34:12,N,1,112,80,2,2.18,9.5,0.5,0.5,0.0,0.0,0.0,0.3,10.8,2,,0.0
1,2019-07-11 16:31:40,2019-07-11 17:12:40,N,5,75,220,2,8.4,25.0,0.0,0.0,0.0,2.8,,0.0,27.8,5,2.0,0.0
2,2019-07-11 20:20:54,2019-07-11 20:25:04,N,1,255,255,1,0.71,4.5,0.5,0.5,1.0,0.0,0.0,0.3,6.8,1,,0.0
2,2019-07-11 20:41:51,2019-07-11 21:13:48,N,1,255,163,2,6.21,24.5,0.5,0.5,0.0,0.0,0.0,0.3,28.55,2,,2.75
2,2019-07-11 21:29:23,2019-07-11 21:56:56,N,1,145,95,2,5.46,21.5,0.5,0.5,2.0,0.0,0.0,0.3,24.8,1,,0.0
2,2019-07-11 22:31:26,2019-07-11 22:38:59,N,1,226,7,2,1.64,7.5,0.5,0.5,2.0,0.0,0.0,0.3,10.8,1,,0.0
2,2019-07-11 23:13:08,2019-07-11 23:22:03,N,1,112,255,3,1.5,8.0,0.5,0.5,0.0,0.0,0.0,0.3,9.3,2,,0.0
2,2019-07-11 23:35:38,2019-07-11 23:56:51,N,1,255,236,2,5.95,20.5,0.5,0.5,4.91,0.0,0.0,0.3,29.46,1,,2.75
2,2019-07-12 01:34:24,2019-07-12 01:47:01,N,1,256,25,2,4.14,14.5,0.5,0.5,0.0,0.0,0.0,0.3,15.8,2,,0.0
2,2019-07-12 02:05:33,2019-07-12 02:10:42,N,1,255,112,2,1.01,5.5,0.5,0.5,1.0,0.0,0.0,0.3,7.8,1,,0.0
2,2019-07-12 15:51:25,2019-07-12 15:57:04,N,1,75,74,2,0.91,6.0,0.0,0.5,1.22,0.0,0.0,0.3,8.02,1,,0.0
2,2019-07-12 16:42:32,2019-07-12 16:49:28,N,1,43,151,2,1.59,7.0,1.0,0.5,0.0,0.0,0.0,0.3,8.8,2,,0.0
2,2019-07-12 17:56:40,2019-07-12 18:09:01,N,1,43,239,2,2.22,10.5,1.0,0.5,3.01,0.0,0.0,0.3,18.06,1,,2.75
2,2019-07-12 18:40:31,2019-07-12 18:52:59,N,1,75,74,2,1.52,9.5,1.0,0.5,2.26,0.0,0.0,0.3,13.56,1,,0.0
2,2019-07-12 18:58:38,2019-07-12 19:31:01,N,1,75,249,2,7.36,27.0,1.0,0.5,0.0,0.0,0.0,0.3,31.55,2,,2.75
2,2019-07-12 21:36:19,2019-07-12 22:07:05,N,1,255,198,2,4.47,21.0,0.5,0.5,0.0,0.0,0.0,0.3,22.3,2,,0.0
2,2019-07-13 00:21:30,2019-07-13 00:34:27,N,1,112,160,2,3.88,13.0,0.5,0.5,0.0,0.0,0.0,0.3,14.3,2,,0.0
2,2019-07-13 01:20:30,2019-07-13 01:38:46,N,1,256,227,2,9.24,27.0,0.5,0.5,7.08,0.0,0.0,0.3,35.38,1,,0.0
2,2019-07-13 01:57:21,2019-07-13 02:14:34,N,1,256,67,2,9.66,28.0,0.5,0.5,0.0,0.0,0.0,0.3,29.3,2,,0.0
2,2019-07-13 18:55:11,2019-07-13 19:06:54,N,1,236,233,2,3.92,14.0,0.0,0.5,2.5,0.0,0.0,0.3,20.05,1,,2.75
2,2019-07-13 19:31:38,2019-07-13 19:53:56,N,1,112,49,3,3.77,16.5,0.0,0.5,3.46,0.0,0.0,0.3,20.76,1,,0.0
2,2019-07-13 21:09:39,2019-07-13 21:15:22,N,1,112,255,2,1.2,6.0,0.5,0.5,0.0,0.0,0.0,0.3,7.3,2,,0.0
2,2019-07-13 21:23:22,2019-07-13 21:34:30,N,1,255,145,3,2.37,10.5,0.5,0.5,0.0,0.0,0.0,0.3,11.8,2,,0.0
2,2019-07-13 22:05:14,2019-07-13 22:20:23,N,1,112,33,3,4.95,16.0,0.5,0.5,1.7,0.0,0.0,0.3,19.0,1,,0.0
2,2019-07-13 22:42:37,2019-07-13 22:59:10,N,1,256,36,2,2.84,12.5,0.5,0.5,0.0,0.0,0.0,0.3,13.8,2,,0.0
2,2019-07-13 23:15:43,2019-07-13 23:33:31,N,1,80,40,2,4.67,16.5,0.5,0.5,3.56,0.0,0.0,0.3,21.36,1,,0.0
2,2019-07-13 23:47:28,2019-07-13 23:59:39,N,1,49,225,2,2.26,10.5,0.5,0.5,2.36,0.0,0.0,0.3,14.16,1,,0.0
2,2019-07-14 00:36:30,2019-07-14 01:08:10,N,1,112,127,2,12.51,38.0,0.5,0.5,10.51,0.0,0.0,0.3,52.56,1,,2.75
2,2019-07-14 03:02:39,2019-07-14 03:06:36,N,1,112,255,2,0.89,5.0,0.5,0.5,1.26,0.0,0.0,0.3,7.56,1,,0.0
2,2019-07-14 03:08:11,2019-07-14 03:18:22,N,1,255,40,2,5.7,17.0,0.5,0.5,3.66,0.0,0.0,0.3,21.96,1,,0.0
2,2019-07-14 16:33:12,2019-07-14 16:36:40,N,1,43,74,2,0.99,5.0,0.0,0.5,1.45,0.0,0.0,0.3,7.25,1,,0.0
2,2019-07-14 16:38:30,2019-07-14 16:45:36,N,1,74,236,3,1.97,8.0,0.0,0.5,2.31,0.0,0.0,0.3,13.86,1,,2.75
2,2019-07-14 16:54:44,2019-07-14 16:57:41,N,1,75,75,2,0.73,4.5,0.0,0.5,1.06,0.0,0.0,0.3,6.36,1,,0.0
2,2019-07-14 16:59:36,2019-07-14 17:03:49,N,1,75,262,2,1.0,5.5,0.0,0.5,1.81,0.0,0.0,0.3,10.86,1,,2.75
2,2019-07-14 17:12:27,2019-07-14 17:31:32,N,1,75,137,2,4.56,18.0,0.0,0.5,4.31,0.0,0.0,0.3,25.86,1,,2.75
2,2019-07-15 00:30:48,2019-07-15 00:46:12,N,1,255,13,2,6.04,19.0,0.5,0.5,0.0,0.0,0.0,0.3,23.05,2,,2.75
2,2019-07-15 01:02:03,2019-07-15 01:09:48,N,1,256,144,2,2.54,10.0,0.5,0.5,1.5,0.0,0.0,0.3,15.55,1,,2.75
2,2019-07-15 15:46:36,2019-07-15 15:55:17,N,1,75,237,2,1.73,8.5,0.0,0.5,1.0,0.0,0.0,0.3,13.05,1,,2.75
2,2019-07-15 16:24:46,2019-07-15 16:38:11,N,1,43,237,2,2.15,10.5,1.0,0.5,0.0,0.0,0.0,0.3,15.05,2,,2.75
2,2019-07-15 16:50:44,2019-07-15 17:01:26,N,1,75,151,2,1.72,9.0,1.0,0.5,2.16,0.0,0.0,0.3,12.96,1,,0.0
2,2019-07-15 17:18:06,2019-07-15 17:39:32,N,1,43,233,2,4.06,17.5,1.0,0.5,5.51,0.0,0.0,0.3,27.56,1,,2.75
